source,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_impact,koi_model_snr,koi_steff,koi_slogg,ra,dec,koi_disposition,probability
TRAPSIT,0.894,0,0,0,0.288,7.1,6192.0,4.433,295.23825,42.322361,2,0.0
TRAPSIT,0.98,0,0,0,0.028,12.1,5922.0,4.429,296.10648,42.354279,2,0.0
TRAPSIT,0.006,1,0,0,0.65,7.2,5013.0,4.574,291.875,43.626709,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.6528,8.7,6002.0,4.267,296.30859,42.390179,2,0.0
TRAPSIT,0.0,0,1,0,0.545,5494.6,5853.0,3.971,298.79889,42.390888,1,1.0
TRAPSIT,0.0,1,0,1,0.253,9.6,7266.0,3.828,290.1824,37.81876,2,0.0
TRAPSIT,0.061,0,0,1,1.222,12.4,5504.0,4.466,290.28079,37.882172,2,0.0
TRAPSIT,0.0,0,1,1,1.237,23.0,4799.0,2.475,291.18762,37.8535,2,0.0
TRAPSIT,0.0,0,0,1,0.308,8.3,3861.0,1.06,292.08344,37.814678,2,0.0
TRAPSIT,0.0,1,0,0,0.008,20.9,10134.0,3.579,294.19467,43.677078,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1544,5.4,7937.0,3.882,292.95239,37.857128,2,0.0
TRAPSIT,0.0,0,0,0,0.452,17.4,4615.0,4.66,290.23746,37.910721,2,0.0
TRAPSIT,0.0,0,1,1,0.013,15.3,4449.0,2.031,290.31427,37.948009,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0924,6.5,3734.0,4.74,283.98965,39.631908,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2481,7.0,8892.0,3.592,292.91196,39.651348,2,0.0
TRAPSIT,0.986,0,0,0,0.953,33.2,6032.0,4.485,293.16476,39.631561,2,0.0
TRAPSIT,0.001,0,0,1,0.727,42.7,5161.0,3.192,294.09631,39.647079,2,0.0
TRAPSIT,0.0,1,0,0,0.895,2386.6,5689.0,4.299,297.48386,39.63649,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,289.72604,39.716808,2,0.0
TRAPSIT,0.0,0,1,0,1.005,525.4,7542.0,4.036,297.42007,39.77375,2,0.0
TRAPSIT,0.0,1,0,0,1.217,962.6,4217.0,1.656,286.8252,39.802509,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,292.91092,40.954361,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2216,10.0,6197.0,4.242,298.51501,40.903992,2,0.0
TRAPSIT,0.0,0,0,0,0.761,12.2,6626.0,3.728,298.92667,40.970451,2,0.0
TRAPSIT,0.2967892095357591,1,0,1,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,288.10455,41.07925,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0847,6.9,5492.0,4.576,288.32599,41.027618,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0768,6.9,5796.0,4.466,288.9754,41.082241,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1056,9.7,5523.0,4.395,289.88107,41.069221,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3099,7.1,6163.0,4.457,292.0715,41.099899,2,0.0
TRAPSIT,0.0,1,0,1,0.978,39.4,5327.0,3.643,288.72742,42.121441,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.4924,13.7,5188.0,2.929,290.84195,42.183128,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2782,8.6,5155.0,3.462,291.5249,42.169941,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.575,6.0,5766.0,4.418,292.2085,42.158611,2,0.0
TRAPSIT,0.0,0,1,0,0.263,8.4,6237.0,4.387,293.0849,42.150551,2,0.0
TRAPSIT,0.0,0,1,0,0.859,4607.4,6357.0,4.405,294.0647,42.112869,1,1.0
TRAPSIT,0.2967892095357591,1,0,0,0.5971,12.5,6686.0,4.283,295.89999,42.132999,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2858,6.9,6782.0,4.243,298.34109,42.114891,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,290.76639,37.916828,2,0.0
TRAPSIT,0.0,0,1,1,1.262,37.1,4893.0,2.501,291.01529,37.96777,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0404,5.6,5962.0,4.445,286.31915,38.086399,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,287.11649,38.003052,2,0.0
TRAPSIT,0.0,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,290.99982,38.000259,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.2811,38.082241,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2236,8.6,5765.0,3.837,293.31863,38.005466,2,0.0
TRAPSIT,0.0,0,1,0,1.033,1740.2,6461.0,4.319,290.93896,38.119572,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.9691,10.9,4888.0,3.18,286.88327,39.816689,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5298,8.8,5269.0,3.193,288.61954,39.85696,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.5045,7.2,6116.0,4.178,289.09619,39.827278,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,289.87711,39.836239,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1628,6.3,5489.0,4.339,290.2706,39.851849,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1257,13.8,4847.0,4.755,292.89105,39.88398,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0356,8.4,5207.0,3.298,293.05536,39.840069,2,0.0
TRAPSIT,0.988,0,0,0,0.015,60.4,5548.0,3.964,295.42935,39.886539,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.5968,8.8,6014.0,4.494,292.55951,41.090012,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2729,5.8,4869.0,4.648,293.00101,41.02478,2,0.0
TRAPSIT,0.0,1,0,0,0.304,10.7,5514.0,4.518,298.50342,41.080181,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2093,39.5,6218.0,4.322,284.66022,41.10894,2,0.0
TRAPSIT,0.0,0,1,0,0.809,2666.0,6188.0,4.314,285.10342,41.112469,2,0.0
TRAPSIT,0.973,0,0,0,0.021,9.6,5962.0,4.443,285.68912,41.18961,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1328,8.8,6163.0,4.461,289.53439,41.157532,2,0.0
TRAPSIT,0.0,0,0,1,0.001,10.8,5428.0,4.404,299.14111,41.185001,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1427,13.6,7610.0,4.127,298.45322,42.1101,2,0.0
TRAPSIT,0.633,0,0,0,0.002,12.3,6163.0,4.06,298.95654,42.156315,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.7846,8.5,5029.0,3.237,283.97293,42.276588,2,0.0
TRAPSIT,1.0,0,1,0,0.883,124.6,4992.0,2.947,286.55112,42.234798,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1322,9.9,5203.0,3.489,287.90686,42.208721,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0223,6.1,5691.0,4.544,288.30215,42.237282,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1643,15.0,6035.0,4.177,288.57758,42.296021,2,0.0
TRAPSIT,1.0,0,0,0,0.234,17.9,3694.0,4.686,291.55667,42.214169,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,292.07803,38.153831,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.6924,11.8,4823.0,4.564,294.0845,38.156319,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1765,5.9,6136.0,4.378,294.42056,38.190529,2,0.0
TRAPSIT,0.858,0,0,0,0.94,17.0,6373.0,4.256,287.04688,38.231617,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.598,7.0,5957.0,4.506,291.58234,38.29966,2,0.0
TRAPSIT,0.0,0,0,1,0.547,9.8,5398.0,4.58,292.30801,38.2906,2,0.0
TRAPSIT,0.0,0,1,1,0.252,24.6,4883.0,2.439,287.8613,38.372292,2,0.0
TRAPSIT,0.609,0,0,0,0.277,8.7,6225.0,4.45,292.47034,38.394341,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3983,8.8,5750.0,4.538,295.62579,39.824638,2,0.0
TRAPSIT,0.0,0,1,0,0.931,664.6,5001.0,3.469,297.31741,39.877972,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0343,7.1,5696.0,4.218,297.50919,39.88802,2,0.0
TRAPSIT,0.627,0,0,0,0.315,9.4,5674.0,4.473,283.67819,39.964279,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.4307,9.0,6432.0,4.145,283.8624,39.9454,2,0.0
TRAPSIT,0.0,0,1,0,0.818,438.3,6615.0,4.257,284.52118,39.950661,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5355,6.0,5382.0,4.603,286.18781,39.993919,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0142,8.1,6484.0,4.258,291.10825,39.955681,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,284.88382,41.248539,2,0.0
TRAPSIT,0.992,0,0,0,0.188,8.0,5435.0,4.578,287.00836,41.289101,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.032,9.7,6395.0,4.17,288.37491,41.27457,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3106,5.0,5441.0,4.481,290.0495,41.250359,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,99.85,14.9,5208.0,3.321,290.40628,41.22184,2,0.0
TRAPSIT,0.0,1,0,0,0.99,19.3,6237.0,4.338,292.88855,41.223728,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3818,8.3,5897.0,4.531,293.46365,41.290939,2,0.0
TRAPSIT,0.502,0,0,0,0.652,21.6,6537.0,4.044,286.79755,42.42091,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1585,8.3,6039.0,4.493,289.04572,42.446758,2,0.0
TRAPSIT,0.2967892095357591,1,0,1,0.1186,6.5,5504.0,4.572,291.32291,42.42207,2,0.0
TRAPSIT,0.0,0,1,0,0.759,601.5,7631.0,4.059,291.88705,42.430149,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5737,6.5,6244.0,4.46,293.06,42.402779,2,0.0
TRAPSIT,0.929,0,0,0,0.474,11.8,6311.0,4.207,282.29132,42.545509,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,282.99341,42.547058,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0854,10.3,5195.0,3.735,284.18527,42.563271,2,0.0
TRAPSIT,0.0,0,1,0,0.002,47.5,4403.0,2.178,292.68399,38.36573,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.20349,38.341801,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,1.2469,8.8,6106.0,4.487,294.04364,38.36454,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0515,6.0,3401.0,4.964,287.88785,38.49255,2,0.0
TRAPSIT,0.87,0,0,0,0.068,12.2,6346.0,4.362,290.9241,38.438339,2,0.0
TRAPSIT,0.0,0,1,1,0.083,23.5,6122.0,3.791,291.34595,38.464378,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1024,5.8,5524.0,4.579,291.39856,38.446381,2,0.0
TRAPSIT,0.0,0,0,0,0.819,14.5,5838.0,4.529,294.63104,38.404549,2,0.0
TRAPSIT,0.0,0,1,0,0.734,4731.1,5794.0,4.317,293.13907,39.925739,1,1.0
TRAPSIT,0.2967892095357591,1,0,0,0.1879,6.5,6063.0,4.47,294.06229,39.902229,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0046,9.4,5071.0,3.222,296.93536,39.924927,2,0.0
TRAPSIT,0.0,0,0,1,0.2,2.5,6602.0,4.354,298.34821,39.97628,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0651,6.0,5576.0,4.56,283.89719,40.071369,2,0.0
TRAPSIT,0.923,0,0,0,0.54,15.2,5180.0,4.548,288.34174,40.09639,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.8164,7.3,5806.0,4.168,288.9306,40.057339,2,0.0
TRAPSIT,0.0,0,0,0,1.222,55.3,6556.0,4.243,288.97766,40.010529,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1282,11.8,4949.0,3.136,293.91647,41.24197,2,0.0
TRAPSIT,0.0,1,0,0,1.184,195.5,6770.0,4.232,297.10431,41.219921,2,0.0
TRAPSIT,0.113,0,0,0,0.069,14.2,5897.0,4.476,297.26181,41.255508,2,0.0
TRAPSIT,1.0,0,1,0,0.108,64.6,4965.0,2.863,298.38043,41.296391,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.6496,5.7,6637.0,4.014,299.04315,41.233978,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0213,14.0,6140.0,4.455,283.51559,41.335819,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2007,22.0,4842.0,3.562,284.3486,41.319389,2,0.0
TRAPSIT,0.831,0,0,0,0.26,13.1,6123.0,4.332,285.17563,41.342499,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0703,10.6,7089.0,4.148,294.86414,38.480183,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1577,8.3,4445.0,4.63,285.5293,38.548141,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2222,7.6,5544.0,4.402,286.59076,38.5583,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,286.68253,38.54882,2,0.0
TRAPSIT,0.0,0,1,0,0.444,3630.4,6572.0,4.408,290.13269,38.51368,2,0.000000000000000000000
TRAPSIT,0.2967892095357591,0,0,0,0.0074,6.0,5310.0,4.582,290.94846,38.56591,2,0.0
TRAPSIT,0.0,0,1,0,0.496,4679.3,5297.0,2.909,292.93695,38.593071,1,1.0
TRAPSIT,0.2967892095357591,1,0,0,0.754,9.0,5080.0,2.967,293.0076,38.50367,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0998,8.7,6499.0,4.084,289.35559,40.068352,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2482,6.6,5485.0,4.556,289.86099,40.055641,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,289.95306,40.011101,2,0.0
TRAPSIT,0.999,0,0,0,0.775,10.2,6063.0,4.476,290.12497,40.098381,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5474,5.4,6273.0,4.311,292.91852,40.052898,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.121,8.7,5651.0,4.374,295.33859,40.00787,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.5518,9.7,5106.0,3.006,296.01852,40.087151,2,0.0
TRAPSIT,0.0,0,1,1,0.98,87.5,5974.0,4.332,296.99066,40.075298,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.03,6.6,6217.0,4.472,288.90735,41.35582,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2745,8.2,5780.0,4.438,289.18372,41.343376,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2626,16.2,5735.0,4.351,289.34515,41.36478,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.6074,12.3,3434.0,4.892,289.81567,41.396439,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.4524,13.3,6446.0,4.381,290.39862,41.351559,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.154,8.7,5458.0,3.755,292.16544,41.329342,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2209,8.1,6046.0,4.509,292.74023,41.37896,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2293,11.1,6300.0,4.401,293.48605,41.320229,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.6598,9.2,4691.0,4.673,295.27454,38.564781,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0246,6.3,7158.0,4.21,287.72379,38.624229,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.062,7.4,5776.0,4.622,290.3548,38.672531,2,0.0
TRAPSIT,1.0,0,0,1,0.035,7.8,3552.0,4.867,290.72061,38.697578,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3737,11.3,5858.0,4.456,290.96146,38.673439,2,0.0
TRAPSIT,0.2967892095357591,1,0,1,0.6035,9.2,4949.0,4.561,291.7262,38.6866,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.4298,9.8,6014.0,4.264,292.00742,38.617329,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.055,7.5,5941.0,4.519,292.4809,38.654121,2,0.0
TRAPSIT,0.0,0,1,0,0.505,13.5,5562.0,3.925,297.36008,40.031841,2,0.0
TRAPSIT,0.233,0,0,0,0.743,9.5,4869.0,3.193,298.76041,40.052792,2,0.0
TRAPSIT,0.0,0,1,1,1.231,223.5,5893.0,4.175,286.91632,40.166668,2,0.0
TRAPSIT,0.0,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,290.45596,40.145741,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1764,6.7,6184.0,4.448,291.1084,40.182991,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5544,6.3,5629.0,4.487,292.94348,40.117939,2,0.0
TRAPSIT,0.0,0,1,0,0.488,5312.7,6233.0,4.472,293.27817,40.157082,1,1.0
TRAPSIT,0.2967892095357591,1,0,0,0.1522,6.7,5221.0,2.766,295.32401,40.1544,2,0.0
TRAPSIT,0.0,1,0,1,1.26,166.0,5808.0,4.402,296.37366,41.39183,2,0.0
TRAPSIT,0.2967892095357591,1,0,1,67.193,9.2,5780.0,4.438,297.13892,41.300774,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.7004,6.3,6365.0,4.411,297.76724,41.366531,2,0.0
TRAPSIT,0.0,0,0,0,0.027,20.8,5912.0,4.367,298.39798,41.314892,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1094,8.6,5772.0,4.608,289.20016,41.430752,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.9597,9.6,5780.0,4.438,289.62195,41.456196,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0886,10.8,5473.0,4.537,290.29688,41.483501,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1765,10.6,5189.0,3.12,293.69916,41.402222,2,0.0
TRAPSIT,0.969,0,0,0,0.588,10.5,5654.0,4.59,293.77448,38.654381,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.99844,38.617439,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2535,8.4,5618.0,4.566,294.08191,38.630859,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,287.32892,38.707802,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,290.19086,38.77953,2,0.0
TRAPSIT,0.0,1,0,0,0.332,14.2,6382.0,4.432,291.12909,38.740528,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5712,8.3,5216.0,4.613,291.19971,38.71133,2,0.0
TRAPSIT,0.984,0,0,0,0.038,10.1,5504.0,4.583,296.01883,40.108009,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,297.03891,40.116482,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.9527,12.9,5145.0,3.05,297.78833,40.130909,2,0.0
TRAPSIT,0.2967892095357591,0,1,0,0.3157,13.2,5377.0,4.581,298.0976,40.14069,2,0.0
TRAPSIT,0.0,1,0,0,0.666,18.6,5858.0,4.12,298.32886,40.147171,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5998,6.6,4541.0,4.608,284.97217,40.208111,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2515,6.7,5786.0,4.463,289.53738,40.21331,2,0.0
TRAPSIT,0.0,0,1,0,1.006,202.3,6033.0,4.071,296.1803,41.413071,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1158,6.5,5780.0,4.438,297.17383,41.471107,2,0.0
TRAPSIT,0.0,0,1,0,1.049,272.2,6337.0,3.826,297.67651,41.428589,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3142,11.9,6446.0,4.391,298.60699,41.446011,2,0.0
TRAPSIT,1.0,0,0,0,0.028,49.4,5388.0,4.56,284.05667,41.576729,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5298,5.8,4910.0,4.545,288.85443,41.574451,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3315,11.8,6343.0,4.411,289.5257,41.500488,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1755,9.9,5692.0,4.496,289.82709,41.524811,2,0.0
TRAPSIT,0.979,0,0,0,0.109,9.9,5816.0,4.432,291.65906,38.712158,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,291.67603,38.79491,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0853,5.5,5729.0,4.372,291.82471,38.779911,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0814,6.9,6224.0,4.321,285.8573,38.820068,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3936,7.3,5215.0,3.073,291.78705,38.863152,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.5904,9.4,5762.0,4.461,292.5578,38.8503,2,0.0
TRAPSIT,0.0,0,0,1,0.005,15.3,5870.0,4.449,293.65378,38.8339,2,0.0
TRAPSIT,0.0,0,0,0,1.045,10.4,5324.0,4.396,290.2984,40.287842,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2117,7.7,5075.0,3.031,293.66641,40.203629,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.8391,10.8,5110.0,3.184,294.84802,40.240879,2,0.0
TRAPSIT,0.0,0,1,0,1.172,488.7,6477.0,4.439,295.40698,40.242409,2,0.0
TRAPSIT,0.0,0,0,1,1.209,7.7,6318.0,4.256,299.18686,40.205929,2,0.0
TRAPSIT,0.928,0,1,0,0.514,6.2,3711.0,0.652,299.32156,40.265339,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0166,8.6,5228.0,4.592,284.46585,40.314941,2,0.0
TRAPSIT,0.0,0,1,0,0.984,52.1,6669.0,4.224,287.96375,40.310322,2,0.0
TRAPSIT,0.954,0,0,0,0.046,9.8,6372.0,4.453,291.50589,41.550388,2,0.0
TRAPSIT,0.0,1,0,1,0.52,14.7,5898.0,4.567,291.96027,41.578609,2,0.0
TRAPSIT,0.0,1,0,1,0.896,18.6,3724.0,4.767,291.96683,41.549751,2,0.0
TRAPSIT,0.0,0,0,0,0.348,12.5,6006.0,4.41,292.31476,41.582321,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5396,7.0,5182.0,4.601,282.92862,41.606091,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2313,8.5,5807.0,4.108,284.59164,41.639271,2,0.0
TRAPSIT,0.0,0,1,0,0.676,27.8,6356.0,4.241,289.39316,41.696701,2,0.0
TRAPSIT,0.0,0,0,0,0.378,19.3,4926.0,4.653,283.21274,45.349861,2,0.0
TRAPSIT,0.992,0,0,0,0.471,11.5,4650.0,4.589,285.75146,41.33564,2,0.0
TRAPSIT,0.997,0,0,0,1.692,12.0,5942.0,4.506,289.84286,38.309601,2,0.0
TRAPSIT,0.852,0,0,0,0.876,11.9,5242.0,4.512,296.55005,49.102322,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,294.12369,38.81583,2,0.0
TRAPSIT,0.975,0,0,0,0.607,11.7,5934.0,3.945,294.36734,38.846889,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,295.55817,38.846802,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3719,5.6,5171.0,4.626,286.23233,38.991749,2,0.0
TRAPSIT,0.0,0,0,1,0.106,14.8,5160.0,4.518,286.95206,38.960941,2,0.0
TRAPSIT,0.0,0,0,1,0.136,48.6,4964.0,2.562,286.9718,38.936481,2,0.0
TRAPSIT,0.0,0,0,1,0.343,72.1,5466.0,4.396,286.97745,38.913261,2,0.0
TRAPSIT,0.136,0,0,1,0.491,26.6,6316.0,3.908,290.33026,38.917721,2,0.0
TRAPSIT,0.946,0,1,0,0.855,1070.3,4888.0,3.257,289.61139,40.335838,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.4064,6.0,4302.0,4.647,290.0405,40.337379,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0078,6.8,5172.0,3.534,290.09991,40.386581,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.158,7.5,5228.0,4.6,290.93436,40.358158,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.44922,40.326302,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.7785,40.3092,2,0.0
TRAPSIT,0.0,0,1,0,0.828,2384.6,5938.0,4.427,295.18088,40.339882,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0219,5.2,6897.0,4.121,297.74051,40.347881,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3168,11.0,6214.0,4.457,290.47375,41.627548,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.6637,6.0,5510.0,4.594,292.08868,41.602459,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.6613,7.7,5396.0,4.599,292.48141,41.634289,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0044,5.7,6046.0,4.486,293.24936,41.659611,2,0.0
TRAPSIT,0.0,0,0,1,0.568,17.9,6475.0,3.921,293.37396,41.624859,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0726,4.7,6351.0,4.513,293.54422,41.652641,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.546,14.0,5053.0,2.77,298.19696,41.650452,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3259,6.2,5880.0,4.035,283.16446,41.778519,2,0.0
TRAPSIT,0.94,0,0,0,0.927,11.8,5094.0,4.469,291.95999,44.900021,2,0.0
TRAPSIT,0.0,1,0,0,1.208,39.1,6911.0,4.038,289.74249,39.267059,2,0.0
TRAPSIT,0.0,0,1,0,1.11,262.6,6911.0,4.038,289.74249,39.267059,2,0.0
TRAPSIT,0.0,1,0,0,1.1,468.4,5948.0,4.269,287.20685,40.003002,2,0.0
TRAPSIT,0.0,0,0,1,0.144,3.2,6215.0,3.802,299.90427,43.69495,2,0.0
